recovery_deficit_m,exposed_area_m2,deficit_x_exposed,target
0.1,0.5,0.05,0
0.6,2.51,1.51,0
1.15,5.19,5.99,0
2.1,7.23,15.2,0
1.42,4.94,7.01,0
1.33,4.49,5.98,1
0.1,0.5,0.05,0
0.7,2.78,1.96,1
0.1,1.13,0.11,0
0.19,1.55,0.3,1
2.81,9.98,28.05,1
2.66,9.12,24.28,1
1.16,4.44,5.17,1
3.54,14.13,50.05,0
0.81,3.18,2.57,0
2.61,10.16,26.57,1
1.96,8.37,16.43,0
3.41,12.37,42.22,1
0.62,2.2,1.37,0
0.7,3.98,2.79,1
0.32,1.05,0.33,1
0.16,0.5,0.08,0
4.09,15.0,61.35,1
0.1,0.5,0.05,0
0.18,0.98,0.18,0
1.25,4.02,5.01,1
3.55,13.71,48.67,0
0.34,0.71,0.24,0
0.1,0.5,0.05,1
0.1,0.63,0.06,1
3.56,13.64,48.52,1
0.43,2.06,0.89,1
3.22,11.71,37.74,1
3.18,11.47,36.49,1
0.62,2.67,1.65,1
2.98,12.54,37.36,1
0.5,1.89,0.94,0
2.92,11.45,33.45,0
0.34,1.04,0.36,1
1.62,4.92,7.96,1
2.24,9.28,20.78,0
3.56,14.27,50.87,1
2.03,8.29,16.83,1
0.51,1.8,0.92,0
3.59,14.12,50.72,1
3.65,14.57,53.09,1
1.65,7.57,12.51,0
3.21,13.0,41.76,0
3.33,12.69,42.2,1
0.85,2.2,1.88,1
2.87,11.02,31.57,1
1.49,5.87,8.76,1
3.35,13.3,44.58,0
2.04,8.85,18.08,1
1.13,4.22,4.78,1
0.94,5.24,4.91,1
3.71,12.71,47.21,0
3.24,12.65,40.98,0
0.48,1.17,0.56,1
0.44,0.5,0.22,0
0.85,3.06,2.59,0
3.97,13.91,55.22,1
2.71,10.16,27.5,1
3.0,11.44,34.37,1
0.74,3.7,2.74,1
2.89,9.78,28.29,1
1.19,5.24,6.21,0
3.31,12.66,41.9,0
0.1,1.2,0.12,0
0.1,0.5,0.05,0
2.83,9.7,27.5,1
0.3,0.5,0.15,0
2.36,7.95,18.79,0
3.3,12.93,42.68,1
1.41,6.53,9.2,1
3.58,13.14,47.03,1
2.01,8.15,16.39,1
4.06,14.19,57.57,1
3.55,13.63,48.36,1
2.59,10.39,26.96,1
3.21,11.05,35.51,1
0.66,2.35,1.55,1
0.1,0.95,0.1,0
3.15,9.64,30.4,1
1.28,5.92,7.56,1
3.83,14.84,56.83,1
3.25,12.91,41.93,1
2.54,9.31,23.62,1
3.52,12.0,42.27,0
1.22,5.07,6.18,1
3.37,12.74,42.94,0
3.26,12.42,40.53,1
0.44,2.56,1.13,1
0.42,2.22,0.94,1
3.36,14.32,48.19,1
2.27,8.75,19.89,1
3.84,14.02,53.77,0
0.51,1.78,0.9,1
3.49,13.59,47.44,1
0.88,4.15,3.64,0
3.38,11.68,39.52,1
0.78,2.97,2.32,1
0.1,1.67,0.17,0
2.99,11.18,33.46,1
0.55,2.84,1.56,1
1.01,4.22,4.25,1
4.03,16.09,64.93,1
0.97,3.04,2.96,1
2.0,6.96,13.94,0
2.93,11.14,32.62,1
0.1,0.5,0.05,0
4.72,17.71,83.55,1
0.42,1.81,0.77,1
1.75,8.06,14.08,1
3.87,15.03,58.19,1
4.43,17.33,76.8,0
0.1,1.31,0.13,0
3.38,12.09,40.91,1
0.16,0.5,0.08,1
0.23,2.83,0.66,1
1.79,6.73,12.03,1
1.05,4.9,5.16,0
1.21,5.38,6.52,0
1.55,4.71,7.3,0
3.11,12.08,37.6,1
0.47,1.88,0.88,0
0.22,1.1,0.24,0
1.88,6.54,12.29,0
0.13,0.5,0.06,1
4.19,15.55,65.19,1
1.94,7.29,14.15,0
4.06,16.38,66.53,0
0.1,1.83,0.18,1
0.34,2.43,0.84,1
0.97,4.36,4.21,1
1.13,3.51,3.98,1
0.68,2.28,1.56,0
0.1,0.55,0.05,0
3.67,13.44,49.29,0
0.57,2.62,1.49,0
4.61,18.1,83.46,1
0.66,2.92,1.91,0
2.45,10.15,24.9,0
1.27,4.12,5.25,0
4.21,16.73,70.34,1
0.8,2.48,1.99,0
2.62,9.19,24.05,1
0.96,4.07,3.91,1
0.44,2.65,1.17,1
0.95,4.01,3.81,1
3.64,13.86,50.47,1
0.26,1.24,0.32,0
1.04,4.08,4.25,1
0.29,0.5,0.14,1
3.67,12.93,47.41,0
0.72,2.65,1.9,0
1.82,6.98,12.72,1
0.1,0.5,0.05,0
3.84,15.13,58.06,1
3.36,12.58,42.22,1
0.1,0.83,0.08,0
1.37,5.1,7.01,0
2.38,10.5,24.96,0
0.27,1.08,0.29,0
0.26,2.84,0.73,0
3.11,12.11,37.7,1
3.9,14.67,57.26,1
0.9,2.69,2.41,1
0.57,1.03,0.59,0
2.86,10.06,28.76,1
5.41,19.84,107.26,1
0.1,0.7,0.07,0
3.46,12.72,43.97,1
0.1,0.53,0.05,1
0.6,3.29,1.96,1
4.32,16.36,70.76,0
0.1,2.04,0.2,0
0.81,2.12,1.71,0
0.82,2.98,2.43,0
1.69,5.99,10.14,0
0.1,1.13,0.11,1
1.79,5.01,8.96,1
0.18,0.5,0.09,1
3.29,12.42,40.91,1
3.38,14.07,47.52,0
3.65,14.06,51.35,1
2.43,8.15,19.79,0
0.23,0.5,0.11,0
0.1,1.72,0.17,0
1.65,5.75,9.47,1
4.11,14.85,60.98,1
1.26,5.97,7.53,0
5.85,23.04,134.8,0
0.4,2.53,1.0,0
3.22,11.47,36.89,1
0.22,0.5,0.11,0
0.88,3.45,3.04,1
4.77,18.39,87.72,1
2.84,11.08,31.48,1
0.1,1.56,0.16,1
0.46,0.5,0.23,0
0.1,1.07,0.11,0
2.15,7.29,15.69,0
3.17,12.75,40.45,1
3.16,11.63,36.78,1
2.32,8.16,18.92,1
0.67,2.07,1.39,1
1.46,4.38,6.39,1
1.09,4.19,4.59,0
0.75,2.25,1.7,1
4.94,19.39,95.75,1
1.41,5.86,8.25,1
1.29,6.25,8.06,1
3.95,15.32,60.55,0
3.99,15.57,62.07,1
0.1,1.5,0.15,0
3.75,13.74,51.5,1
2.95,10.04,29.66,1
2.85,11.0,31.39,1
1.11,3.08,3.41,1
3.19,14.08,44.87,1
2.76,11.64,32.07,1
1.48,7.35,10.88,1
0.42,1.64,0.69,1
2.92,11.53,33.65,1
0.61,1.94,1.18,1
0.28,1.76,0.49,0
4.14,14.77,61.19,1
0.26,0.5,0.13,0
3.77,13.69,51.57,1
0.23,0.5,0.12,1
2.56,10.91,27.92,0
4.36,18.03,78.69,1
0.93,2.41,2.23,0
2.02,8.72,17.64,0
0.79,3.75,2.96,1
0.1,0.5,0.05,1
4.24,15.8,66.97,0
0.47,1.33,0.62,1
3.49,13.88,48.51,1
1.28,3.89,5.0,0
2.69,10.14,27.28,1
0.1,0.5,0.05,0
0.48,2.19,1.04,1
0.53,1.85,0.99,1
0.71,2.26,1.6,0
0.96,3.48,3.35,1
0.14,2.16,0.31,1
1.72,6.22,10.72,1
1.28,4.04,5.18,0
0.76,3.34,2.53,1
0.1,0.5,0.05,1
0.57,1.03,0.59,1
3.37,14.6,49.25,0
0.13,0.5,0.07,0
1.08,3.8,4.11,1
1.63,6.31,10.25,1
1.61,7.5,12.05,1
4.96,17.49,86.72,0
4.5,17.34,78.11,0
0.1,2.05,0.2,0
1.68,6.5,10.95,0
1.28,3.87,4.94,0
2.64,9.55,25.22,0
0.58,2.38,1.39,0
3.03,12.6,38.23,0
0.98,3.45,3.38,1
1.18,5.16,6.12,1
4.41,15.59,68.68,0
4.65,16.51,76.79,1
0.91,3.08,2.81,1
0.42,2.75,1.15,1
0.93,3.58,3.32,1
0.1,0.61,0.06,1
0.1,0.6,0.06,1
0.1,1.27,0.13,0
0.27,0.53,0.14,1
3.87,15.27,59.17,1
3.87,14.05,54.39,1
3.43,14.62,50.12,1
0.52,1.33,0.69,1
0.28,0.5,0.14,0
1.34,5.54,7.43,1
1.97,7.56,14.9,0
0.65,2.71,1.75,0
0.1,0.56,0.06,1
0.1,0.5,0.05,0
1.54,7.16,11.06,1
0.53,2.72,1.44,0
3.85,15.73,60.62,0
4.07,15.05,61.25,1
4.27,16.56,70.76,0
3.24,12.45,40.29,1
3.97,16.01,63.61,1
3.51,14.27,50.08,0
4.24,16.28,69.09,0
4.53,16.01,72.54,0
3.61,15.13,54.54,1
0.1,0.82,0.08,0
0.1,0.5,0.05,0
2.57,10.08,25.9,1
0.55,0.9,0.5,0
3.24,13.15,42.59,1
0.49,0.7,0.35,0
0.1,0.5,0.05,0
4.14,15.92,65.88,0
2.91,11.9,34.69,1
0.9,3.49,3.13,0
5.43,21.14,114.76,0
3.0,11.38,34.13,0
0.64,2.4,1.53,0
3.69,14.09,52.01,1
1.15,4.24,4.89,1
3.12,10.53,32.89,1
0.25,0.5,0.12,1
0.48,2.03,0.98,0
3.69,13.83,51.08,1
0.42,1.47,0.62,0
2.99,11.11,33.26,1
5.41,19.86,107.42,1
1.24,4.31,5.35,0
2.02,7.44,15.06,1
0.19,0.72,0.13,1
4.65,17.99,83.7,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
2.84,9.69,27.55,0
2.97,13.36,39.64,1
0.38,0.56,0.21,1
0.26,0.56,0.14,0
1.0,4.19,4.17,1
3.53,13.71,48.46,1
0.1,0.8,0.08,0
3.27,12.08,39.55,1
0.1,0.57,0.06,1
1.15,4.41,5.06,0
2.42,8.94,21.64,1
3.01,11.62,34.93,0
4.11,16.47,67.74,1
3.2,12.15,38.92,0
0.8,3.03,2.43,1
1.98,8.37,16.56,0
1.76,7.45,13.11,0
1.91,8.51,16.21,1
0.79,1.61,1.28,0
0.93,4.25,3.94,0
3.74,14.67,54.81,0
6.51,24.02,156.26,1
4.2,16.17,67.93,0
3.7,14.89,55.06,1
1.61,5.44,8.73,0
4.95,19.17,94.96,0
4.32,17.13,74.08,0
1.19,3.67,4.38,0
2.95,11.09,32.68,1
5.26,20.21,106.22,0
4.01,14.61,58.61,1
1.14,3.64,4.17,1
3.25,12.23,39.72,1
3.43,13.66,46.8,1
4.65,18.19,84.6,0
1.08,3.43,3.72,1
3.75,14.78,55.43,1
0.4,0.84,0.33,0
3.06,10.35,31.71,1
3.36,12.48,41.93,1
5.21,20.69,107.79,0
0.1,0.9,0.09,1
4.03,15.33,61.82,1
4.21,15.65,65.79,0
3.34,12.39,41.4,1
0.64,2.53,1.62,1
3.17,11.17,35.37,0
0.63,2.1,1.32,1
1.37,5.02,6.87,1
3.78,13.29,50.24,0
0.1,0.5,0.05,0
1.19,4.87,5.81,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
0.1,0.5,0.05,0
0.61,3.57,2.16,1
0.1,0.5,0.05,0
2.53,9.81,24.83,1
0.65,2.07,1.34,1
4.0,15.21,60.8,1
0.12,0.83,0.1,0
3.88,13.63,52.82,1
1.66,6.31,10.5,0
1.61,7.08,11.4,0
0.1,1.79,0.18,0
0.86,3.17,2.73,0
1.12,4.27,4.77,1
2.96,13.01,38.49,1
0.14,1.45,0.21,0
2.49,8.97,22.32,0
4.86,17.99,87.48,0
1.08,4.88,5.29,0
1.02,3.09,3.16,1
2.61,10.78,28.12,0
7.16,27.46,196.47,1
0.51,2.37,1.22,0
0.28,0.86,0.24,0
0.1,0.5,0.05,0
2.95,12.39,36.56,1
1.39,5.08,7.06,0
0.1,0.5,0.05,0
0.1,0.5,0.05,1
4.73,18.12,85.69,0
1.35,4.3,5.79,0
0.1,0.5,0.05,1
0.96,3.14,3.0,1
0.1,1.06,0.11,1
1.89,6.49,12.29,0
0.55,0.68,0.38,1
3.65,12.29,44.82,1
2.86,9.68,27.68,1
5.96,23.73,141.35,0
0.1,0.5,0.05,0
5.9,22.81,134.53,0
1.13,4.74,5.38,1
4.82,18.36,88.47,0
4.11,15.54,63.83,0
3.17,12.87,40.79,1
1.12,4.39,4.93,0
2.54,10.78,27.41,0
3.11,12.3,38.23,0
1.83,6.46,11.82,1
4.68,17.38,81.31,0
0.1,0.5,0.05,0
5.29,21.07,111.41,1
4.2,15.63,65.6,0
0.62,1.72,1.07,1
0.1,0.64,0.06,0
3.36,12.68,42.59,1
1.55,6.12,9.47,1
0.62,3.86,2.38,1
1.66,7.04,11.69,0
3.15,12.0,37.86,1
1.07,2.95,3.16,1
1.79,6.41,11.49,0
0.56,2.68,1.49,1
0.65,1.54,1.0,1
3.12,13.59,42.46,1
0.13,0.5,0.06,0
2.87,10.96,31.5,1
0.81,2.55,2.07,0
1.38,5.65,7.8,1
2.42,8.26,19.99,0
0.1,2.11,0.21,0
1.46,6.59,9.6,1
2.91,11.86,34.56,1
1.08,2.99,3.23,1
0.1,0.54,0.05,0
3.13,12.87,40.32,1
0.57,2.62,1.48,0
4.33,15.65,67.73,1
0.2,0.5,0.1,0
3.03,11.14,33.72,0
1.03,3.43,3.54,0
3.23,13.51,43.71,1
0.88,1.82,1.61,1
0.1,0.9,0.09,0
3.84,13.57,52.16,1
4.16,15.05,62.69,1
0.72,1.11,0.8,1
4.57,16.93,77.35,1
0.1,1.59,0.16,0
3.99,15.39,61.49,1
1.5,4.74,7.1,1
0.79,3.8,2.98,0
3.6,14.68,52.9,0
0.48,1.92,0.93,0
0.28,2.68,0.74,0
0.2,1.41,0.28,0
3.27,12.96,42.33,1
0.3,0.5,0.15,1
0.1,0.88,0.09,0
0.87,3.49,3.04,0
3.4,13.33,45.27,1
0.1,0.5,0.05,1
2.51,9.63,24.13,0
2.72,9.68,26.3,1
0.1,0.5,0.05,1
0.46,2.54,1.17,0
2.91,9.86,28.69,1
4.26,16.29,69.44,1
1.22,4.91,6.01,0
1.85,7.27,13.43,1
0.99,3.53,3.48,1
0.6,2.48,1.48,0
0.46,2.14,0.99,0
2.24,9.1,20.37,0
0.1,1.77,0.18,0
0.73,2.97,2.17,0
2.97,11.33,33.6,1
0.37,0.7,0.26,0
1.8,7.2,12.99,0
0.54,2.59,1.41,0
1.25,4.61,5.78,1
0.48,2.25,1.08,0
2.56,9.48,24.24,1
1.17,4.97,5.8,0
1.13,5.03,5.7,0
3.39,13.6,46.08,1
1.23,4.76,5.85,1
0.2,0.5,0.1,1
0.41,1.05,0.43,1
3.73,14.66,54.73,1
3.13,13.86,43.37,0
0.55,1.83,1.01,1
2.76,10.85,29.96,1
1.38,4.8,6.64,1
3.23,11.48,37.06,1
0.1,0.5,0.05,0
2.9,9.35,27.09,1
4.29,17.4,74.67,1
3.37,11.03,37.17,1
3.41,12.76,43.57,0
1.57,5.01,7.86,0
1.3,4.24,5.52,1
1.6,7.17,11.46,1
3.3,12.71,42.0,1
1.09,3.36,3.65,0
3.55,13.03,46.28,1
2.7,9.64,26.03,1
0.75,2.82,2.12,0
0.21,0.94,0.2,1
0.37,2.9,1.06,1
0.49,0.5,0.25,0
3.41,12.92,44.02,1
0.99,3.5,3.46,0
0.1,1.14,0.11,0
0.1,0.66,0.07,1
0.71,3.19,2.28,0
0.1,0.66,0.07,0
1.31,4.23,5.55,0
5.18,20.65,106.97,0
4.19,16.56,69.37,1
0.27,1.77,0.48,0
2.69,11.23,30.19,1
1.2,4.9,5.89,0
0.38,2.63,1.0,0
1.59,6.34,10.08,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
0.35,1.32,0.46,1
0.1,0.5,0.05,0
3.02,12.79,38.67,1
0.38,1.67,0.63,0
5.33,20.32,108.23,1
3.53,13.72,48.43,0
1.66,8.69,14.43,0
0.24,0.5,0.12,0
0.91,2.79,2.54,0
4.03,14.21,57.3,1
3.37,12.61,42.46,1
2.77,10.74,29.78,1
0.1,0.5,0.05,0
1.19,4.07,4.83,1
0.92,3.61,3.31,0
3.05,11.19,34.13,1
0.1,0.63,0.06,0
1.66,7.21,11.97,0
4.19,16.45,68.86,0
0.54,2.76,1.49,1
0.37,2.28,0.84,0
3.39,13.1,44.35,1
1.82,6.8,12.38,0
0.72,2.13,1.54,0
0.57,1.85,1.06,0
0.41,1.14,0.47,0
3.78,14.94,56.46,0
0.1,0.66,0.07,1
3.99,15.72,62.69,1
1.64,5.3,8.7,0
0.51,3.09,1.59,0
0.33,0.92,0.3,0
0.1,0.5,0.05,0
3.3,12.2,40.3,1
0.1,2.37,0.24,0
0.16,0.5,0.08,0
0.1,0.5,0.05,0
0.9,3.26,2.92,0
1.36,5.04,6.85,1
0.9,2.8,2.52,0
5.62,21.46,120.53,0
0.62,3.21,1.98,0
3.14,12.18,38.24,1
0.56,1.25,0.7,0
2.82,10.44,29.45,0
1.13,3.87,4.38,1
0.23,0.91,0.21,1
2.91,12.11,35.21,1
2.99,11.24,33.58,1
3.63,13.71,49.69,0
2.58,11.21,28.9,1
4.06,16.12,65.43,1
0.38,1.92,0.74,1
4.21,17.55,73.81,1
2.48,9.81,24.3,0
0.13,0.5,0.06,0
0.74,3.47,2.55,0
3.94,13.68,53.85,0
0.1,0.74,0.07,0
0.39,0.5,0.19,1
0.1,0.5,0.05,0
3.58,13.32,47.71,1
3.53,12.79,45.1,1
2.04,7.49,15.32,0
0.88,4.17,3.66,1
1.2,3.98,4.77,0
3.29,12.94,42.55,1
4.6,16.71,76.85,1
1.14,4.18,4.76,1
0.25,1.22,0.31,0
3.3,11.73,38.65,1
3.52,12.31,43.3,0
4.85,18.83,91.31,0
0.63,3.3,2.09,0
0.93,3.45,3.2,0
3.48,12.85,44.66,0
0.1,0.5,0.05,0
3.38,12.89,43.57,0
3.39,13.09,44.42,1
1.05,1.99,2.09,0
2.97,10.43,30.98,1
1.11,3.54,3.93,0
0.1,0.5,0.05,0
3.7,14.2,52.51,1
2.72,10.83,29.4,1
4.25,16.36,69.58,1
0.83,2.11,1.75,1
2.79,11.76,32.8,1
3.15,12.98,40.83,0
0.79,2.0,1.58,0
3.11,12.09,37.64,1
0.49,1.39,0.68,1
0.91,3.56,3.23,1
2.89,11.82,34.12,0
2.26,10.28,23.22,1
0.1,0.98,0.1,0
3.53,13.63,48.06,1
1.58,5.73,9.04,0
0.28,1.2,0.33,0
2.72,11.42,31.06,1
3.04,11.52,35.03,1
0.1,0.5,0.05,0
1.25,3.45,4.32,1
3.66,14.31,52.33,0
0.54,2.25,1.21,1
0.37,0.89,0.33,1
1.47,6.41,9.44,0
3.58,13.25,47.37,1
1.55,5.77,8.91,0
0.7,2.64,1.85,1
1.24,4.43,5.49,0
3.34,12.89,43.08,1
3.75,15.17,56.85,1
3.55,12.58,44.7,1
2.95,11.6,34.24,1
3.61,13.86,50.02,1
3.27,12.54,41.0,1
4.51,17.82,80.34,1
1.67,6.37,10.61,0
2.69,10.6,28.47,1
0.1,0.95,0.1,0
0.88,2.94,2.58,0
1.31,5.24,6.88,1
4.98,18.71,93.07,0
1.19,4.41,5.25,1
3.49,12.99,45.31,1
1.42,5.75,8.14,0
0.87,3.36,2.92,1
0.34,1.6,0.54,1
0.64,2.42,1.55,0
3.92,13.6,53.28,1
1.14,4.37,4.99,1
0.65,2.54,1.66,0
0.93,3.73,3.46,1
0.66,2.05,1.36,1
2.02,6.71,13.54,0
2.02,8.17,16.48,0
0.94,3.35,3.14,0
1.01,3.96,3.98,1
0.12,0.5,0.06,0
3.45,13.12,45.28,1
0.1,0.5,0.05,1
3.57,12.8,45.71,1
0.1,0.76,0.08,0
4.61,17.05,78.68,0
0.41,1.7,0.7,1
1.02,4.21,4.3,1
1.09,3.66,3.98,1
2.51,8.58,21.56,1
3.32,14.55,48.28,1
3.22,11.81,38.01,1
3.5,13.81,48.36,1
3.15,13.52,42.61,1
4.16,16.43,68.33,1
5.02,18.82,94.44,0
4.56,17.29,78.92,0
1.47,4.91,7.2,1
0.84,3.91,3.29,0
1.42,5.85,8.32,1
5.23,19.45,101.71,1
1.18,3.65,4.31,1
2.28,7.62,17.38,1
2.67,10.94,29.25,1
0.37,1.49,0.55,1
0.36,1.54,0.55,0
0.1,0.5,0.05,1
3.32,11.43,37.88,1
1.01,4.62,4.69,1
2.15,8.21,17.67,1
3.58,14.32,51.19,0
1.21,4.27,5.16,1
3.41,12.78,43.62,1
3.27,13.0,42.55,0
0.1,0.97,0.1,1
0.57,2.82,1.61,1
0.1,0.5,0.05,1
2.78,11.04,30.64,1
0.1,1.27,0.13,0
0.1,0.5,0.05,0
5.08,18.9,96.09,1
4.04,16.42,66.29,0
0.64,1.91,1.22,0
2.79,11.11,31.0,1
2.85,10.8,30.84,0
0.43,0.5,0.21,0
0.5,2.8,1.39,0
3.98,12.92,51.41,1
0.47,0.5,0.24,0
6.01,23.25,139.69,1
2.89,11.42,33.07,1
3.46,12.62,43.61,1
3.28,12.58,41.24,0
0.43,0.5,0.21,0
0.1,0.95,0.09,0
1.88,7.34,13.78,0
0.5,1.86,0.93,0
1.05,4.0,4.2,1
1.05,4.37,4.58,1
0.79,3.0,2.38,1
0.24,0.5,0.12,1
1.28,6.62,8.46,1
0.1,1.34,0.13,0
0.46,0.71,0.32,1
0.78,2.7,2.12,0
4.53,17.02,77.06,1
0.1,1.24,0.12,1
2.91,9.33,27.17,1
6.3,23.53,148.22,1
3.38,11.45,38.74,1
1.21,4.37,5.29,0
3.88,14.35,55.65,0
1.71,6.58,11.28,0
1.86,6.57,12.21,1
1.01,3.23,3.25,1
3.49,13.74,47.9,1
3.5,13.66,47.8,1
0.1,0.82,0.08,0
1.17,4.3,5.02,0
3.03,11.06,33.5,1
0.25,0.85,0.21,0
3.59,14.06,50.53,1
2.93,9.41,27.62,1
0.41,1.88,0.78,1
0.97,3.94,3.83,1
3.84,14.63,56.15,1
0.1,0.5,0.05,0
3.24,10.25,33.19,1
4.22,15.67,66.08,0
2.07,9.3,19.28,1
0.84,3.21,2.7,0
0.1,0.5,0.05,0
3.73,14.19,52.94,1
6.46,24.82,160.2,1
0.1,0.91,0.09,1
3.93,14.75,57.98,1
0.77,3.28,2.54,1
0.22,2.16,0.47,1
0.15,1.38,0.21,1
0.21,2.68,0.57,0
0.73,2.25,1.64,0
0.73,4.11,2.99,0
1.57,5.35,8.41,0
4.33,16.75,72.56,1
3.83,15.15,58.1,1
2.01,7.21,14.47,0
4.0,15.26,61.01,1
4.21,16.74,70.54,0
3.92,14.35,56.3,1
4.13,17.02,70.24,0
1.21,3.49,4.21,1
0.97,5.23,5.06,0
2.27,9.41,21.33,0
0.47,1.71,0.8,0
0.1,0.5,0.05,1
0.38,1.03,0.39,0
4.42,16.68,73.7,0
0.1,0.5,0.05,0
1.5,6.69,10.02,0
3.51,14.93,52.44,1
0.1,0.54,0.05,0
3.82,13.83,52.77,0
3.62,13.31,48.18,1
4.52,17.05,77.11,1
1.26,3.98,5.03,1
1.17,3.52,4.14,1
1.85,8.72,16.17,0
3.27,12.69,41.54,0
3.01,10.78,32.49,1
3.9,15.47,60.3,1
0.16,0.5,0.08,0
3.35,11.84,39.6,1
3.42,12.37,42.36,1
3.11,13.16,40.98,1
4.03,15.1,60.81,1
0.1,0.5,0.05,1
1.38,6.2,8.54,1
0.1,0.5,0.05,0
4.02,13.81,55.53,1
0.1,0.5,0.05,0
1.26,5.2,6.54,1
0.1,0.7,0.07,0
0.14,1.98,0.28,1
1.81,6.19,11.18,0
2.97,11.32,33.6,1
1.79,6.24,11.18,1
0.45,0.5,0.22,1
1.41,6.06,8.54,1
3.29,12.88,42.41,1
1.75,6.89,12.1,0
2.88,11.3,32.57,1
0.21,0.5,0.1,0
2.14,7.32,15.66,1
3.92,14.93,58.51,1
0.78,3.9,3.05,1
0.1,1.67,0.17,0
2.15,8.82,19.01,1
3.79,14.41,54.53,1
0.1,0.6,0.06,0
0.1,0.5,0.05,1
4.21,15.17,63.87,1
0.31,1.2,0.38,1
2.34,7.84,18.36,1
2.77,10.42,28.82,0
0.83,4.45,3.67,0
3.5,13.96,48.89,1
3.06,10.89,33.32,1
1.06,3.95,4.17,0
1.8,6.19,11.17,0
2.45,9.25,22.62,0
0.1,1.21,0.12,0
0.64,2.94,1.87,0
0.1,2.37,0.24,1
0.41,2.51,1.02,0
0.7,2.83,1.98,1
4.25,16.69,70.96,1
3.17,11.88,37.63,1
4.25,15.25,64.78,1
4.48,18.07,81.0,0
4.86,19.28,93.75,1
2.02,7.5,15.17,0
0.57,2.4,1.38,0
2.25,9.54,21.44,0
0.1,1.06,0.11,0
0.89,2.22,1.98,0
0.49,2.04,1.0,0
3.57,13.45,48.05,1
1.36,6.06,8.26,0
0.79,3.82,3.01,0
3.39,13.93,47.16,1
0.1,0.5,0.05,1
1.17,3.8,4.44,0
1.06,4.91,5.19,1
3.31,12.12,40.17,0
1.31,3.76,4.93,1
2.5,9.92,24.77,1
1.54,5.42,8.36,1
0.1,1.81,0.18,0
4.33,16.69,72.24,1
3.51,13.48,47.4,0
3.88,14.44,55.98,0
5.09,20.62,105.02,1
0.34,1.6,0.55,0
0.9,3.1,2.79,1
3.36,12.12,40.7,1
2.92,11.04,32.22,1
4.04,14.56,58.81,1
0.52,2.8,1.46,1
0.1,0.5,0.05,1
4.17,15.72,65.49,0
3.88,15.24,59.15,0
1.32,5.29,6.98,1
2.57,9.2,23.67,1
1.06,4.54,4.8,0
3.12,11.14,34.71,1
1.2,4.53,5.43,1
3.53,13.94,49.21,1
0.21,1.17,0.25,0
1.02,3.35,3.43,1
0.1,1.34,0.13,0
0.65,2.55,1.67,1
4.26,16.78,71.46,1
3.2,13.39,42.84,1
0.1,1.27,0.13,0
2.75,11.36,31.26,1
0.52,2.14,1.12,1
3.42,13.62,46.53,1
0.68,2.76,1.88,1
0.23,0.5,0.12,0
0.45,1.95,0.87,0
0.71,2.91,2.08,1
2.96,11.7,34.59,1
3.53,13.32,47.05,1
3.13,11.3,35.43,1
3.21,12.71,40.76,1
1.04,2.89,3.0,1
3.46,14.33,49.64,0
0.79,2.83,2.24,0
1.58,6.21,9.83,0
3.98,15.59,62.12,1
1.46,6.0,8.74,0
3.62,12.64,45.81,1
0.29,1.76,0.51,0
0.94,3.83,3.62,0
3.85,14.13,54.45,1
1.31,4.37,5.71,1
0.1,0.5,0.05,0
1.28,3.82,4.88,1
1.52,7.14,10.84,0
2.63,11.19,29.45,0
4.88,18.92,92.42,0
0.25,0.79,0.2,1
4.69,17.65,82.74,1
1.66,6.91,11.45,1
3.12,13.28,41.49,0
3.13,11.44,35.8,1
2.73,9.49,25.91,1
1.14,5.57,6.34,0
0.42,0.5,0.21,0
4.28,15.47,66.26,0
0.1,0.5,0.05,1
1.11,2.98,3.32,1
0.1,1.27,0.13,1
1.53,6.5,9.95,0
0.96,3.18,3.04,1
1.75,7.67,13.4,0
1.85,8.19,15.16,0
3.92,14.79,57.92,1
0.79,2.65,2.1,1
0.69,4.41,3.03,1
0.96,4.21,4.02,0
0.1,0.59,0.06,0
0.45,2.81,1.27,1
0.84,3.43,2.88,1
1.49,5.26,7.85,1
0.2,0.81,0.16,0
1.01,4.65,4.68,1
3.84,12.99,49.84,1
3.24,12.07,39.05,1
0.27,2.12,0.57,1
3.75,13.84,51.93,1
3.66,15.15,55.5,1
0.53,3.16,1.69,1
1.54,5.79,8.92,0
1.34,4.64,6.23,0
3.42,12.76,43.6,1
3.42,15.12,51.7,1
0.3,2.65,0.81,1
0.4,1.63,0.66,1
0.55,1.6,0.88,1
0.1,0.5,0.05,0
3.05,11.78,35.92,1
0.41,0.57,0.23,0
4.52,17.24,77.88,0
3.16,13.05,41.19,1
0.11,0.5,0.06,0
0.56,2.78,1.55,0
3.16,13.1,41.36,1
0.1,0.5,0.05,0
3.46,14.51,50.27,1
0.1,0.5,0.05,0
1.58,6.36,10.06,1
0.1,0.5,0.05,0
1.88,6.9,12.96,1
0.11,0.5,0.06,0
1.37,5.75,7.86,0
0.1,1.06,0.11,1
1.01,3.78,3.81,1
1.55,4.81,7.47,1
3.33,12.97,43.15,1
3.59,13.99,50.25,0
2.14,7.96,17.03,0
